# {"title": "GCP-0.3", "labels": ["precision", "recall"], "ylim": [0.0,1.0], "xlim": [0.0,0.2], "style": "x"}
0.0697	0.5081
0.071	0.5491
0.0721	0.5739
0.0727	0.5915
0.0723	0.5986
0.0727	0.6101
0.0728	0.6208
0.0733	0.6312
0.0697	0.5081
0.071	0.5491
0.0721	0.5739
0.0727	0.5915
0.0723	0.5986
0.0727	0.6101
0.0728	0.6208
0.0733	0.6312
0.0698	0.5089
0.0713	0.5511
0.0724	0.5765
0.0731	0.5948
0.0728	0.6033
0.0732	0.6149
0.0734	0.6266
0.074	0.6385
0.0712	0.5204
0.0735	0.5715
0.0751	0.6028
0.0757	0.6209
0.0757	0.6329
0.0759	0.6451
0.0761	0.6574
0.0765	0.6688
0.0737	0.5425
0.0763	0.6011
0.0778	0.6346
0.0787	0.6585
0.0791	0.6774
0.0794	0.6916
0.0798	0.7084
0.0799	0.7183
0.0755	0.5642
0.0785	0.632
0.0798	0.6699
0.0805	0.6958
0.0804	0.7132
0.081	0.7331
0.0811	0.75
0.0815	0.7663
0.0766	0.5849
0.079	0.6561
0.0797	0.6948
0.0801	0.722
0.0802	0.7456
0.0803	0.7637
0.0802	0.781
0.0804	0.7983
0.0767	0.6016
0.0789	0.6818
0.079	0.7206
0.0792	0.7518
0.079	0.7749
0.0786	0.7923
0.0782	0.809
0.0782	0.8259
0.077	0.6242
0.0789	0.715
0.0792	0.7654
0.0785	0.7924
0.0782	0.8171
0.0775	0.8336
0.0771	0.8529
0.0768	0.8691
0.0729	0.6337
0.073	0.6391
0.0729	0.6444
0.0724	0.6462
0.0727	0.6518
0.0721	0.6508
0.0716	0.6514
0.0714	0.6549
0.0714	0.6591
0.0729	0.6339
0.073	0.6393
0.0729	0.6446
0.0725	0.6465
0.0727	0.6519
0.0721	0.6509
0.0716	0.6515
0.0714	0.655
0.0714	0.6592
0.0737	0.6423
0.0738	0.648
0.0736	0.6523
0.0733	0.6552
0.0735	0.6609
0.0729	0.6599
0.0724	0.6605
0.0723	0.6658
0.0724	0.6704
0.0762	0.6727
0.0763	0.6793
0.076	0.6832
0.0756	0.6862
0.0758	0.6917
0.0751	0.6918
0.0745	0.6912
0.0746	0.6992
0.0745	0.7034
0.0797	0.725
0.0796	0.7319
0.0791	0.7348
0.0785	0.7365
0.0782	0.7392
0.0774	0.7385
0.0769	0.741
0.0765	0.7458
0.0763	0.7504
0.0812	0.774
0.0808	0.7796
0.08	0.7818
0.0793	0.7842
0.0787	0.7837
0.0778	0.7838
0.0776	0.789
0.0771	0.7956
0.0766	0.7974
0.08	0.8068
0.0794	0.8135
0.0785	0.8169
0.0774	0.8163
0.0768	0.8182
0.0758	0.8178
0.0756	0.8242
0.075	0.8319
0.0746	0.8348
0.0776	0.8328
0.0771	0.8419
0.0762	0.8472
0.0753	0.85
0.0748	0.8534
0.0739	0.8552
0.0733	0.8596
0.0728	0.8684
0.0723	0.8705
0.0759	0.8744
0.0748	0.8765
0.0736	0.8782
0.0725	0.8771
0.0718	0.8776
0.0708	0.8767
0.0702	0.8798
0.0694	0.8842
0.0688	0.8844
